"prefecture","canonical_name","normalized_identity","coverage_disposition","source_membership","source_original_names","source_urls","retrieval_dates","operating_evidence_status","operating_evidence_url","operating_evidence_as_of","feelzlike_urls","exceptions"
"Gunma","Ogna Hotaka Ski Area","ognahotaka","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Ogna Hotaka | Ogna Hotaka","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/ogna-hotaka/","2026-07-13 | 2026-08-24","verified_operating","https://k-hotaka.jp/ogna/","2026-08-26","/gunma-regional/mountain/ogna-hotaka-ski-area",""
"Gunma","Okutone Snow Park","minakamiokutone","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Minakami Okutone | Minakami Okutone | Okutone Snow Park | Okutone Snow Park","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/minakami-okutone/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://okutone.jp/","2026-08-26","/minakami/mountain/okutone-snow-park",""
"Gunma","Omote Manza","omotemanza","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Omote Manza | Omote Manza (temporarily closed) | Omote Manza Snow Park | Omote Manza Snow Park","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/omote-manza/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unresolved","","","",""
"Gunma","Palcall Tsumagoi Resort","palcalltsumagoi","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Palcall Tsumagoi | Palcall Tsumagoi | Palcall Tsumagoi Ski Area | Palcall Tsumagoi Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/palcall-tsumagoi/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://tsumagoiskiresort.life/","2026-08-26","/gunma-regional/mountain/palcall-tsumagoi-resort",""
"Gunma","President Snow Park Karuizawa","presidentsnowparkkaruizawa","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","President Snow Park Karuizawa | President Snow Park Karuizawa","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Gunma","Shiki no Mori White World Oze Iwakura","shikinomoriwhiteworldozeiwakura","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Shiki no Mori White World Oze Iwakura | Shiki no Mori White World Oze Iwakura","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Gunma","Snow Par Ogna Hotaka","snowparognahotaka","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Snow Par Ogna Hotaka | Snow Par Ogna Hotaka","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Gunma","Snow Park Oze Tokura","ozetokura","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Oze Tokura | Oze Tokura | Snow Park Oze Tokura | Snow Park Oze Tokura","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/oze-tokura/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://ozetokura.co.jp/snowpark/","2026-08-26","/gunma-regional/mountain/snow-park-oze-tokura",""
"Gunma","Takamine Mountain Park","asama2000park","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Asama 2000 Park | Asama 2000 Park","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/asama-2000-park/","2026-07-13 | 2026-08-24","verified_operating","https://asama2000.com/","2026-08-26","/gunma-regional/mountain/takamine-mountain-park",""
"Gunma","Tambara Ski Park","tanbaraskipark","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Tanbara Ski Park | Tanbara Ski Park | Tanbara Ski Park | Tanbara Ski Park","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/tanbara-ski-park/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.tambara.co.jp/winter/news/25-26season_end/","2026-08-26","/gunma-regional/mountain/tambara-ski-park",""
"Gunma","Tanigawa Onsen White Valley Ski Area","tanigawaonsenwhitevalleyskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Tanigawa Onsen White Valley Ski Area | Tanigawa Onsen White Valley Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Gunma","White World Oze Iwakura","ozeiwakura","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Oze Iwakura | Oze Iwakura","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/oze-iwakura/","2026-07-13 | 2026-08-24","verified_operating","https://www.oze-iwakura.co.jp/ski/language/en/","2026-08-26","/gunma-regional/mountain/white-world-oze-iwakura",""
"Hiroshima","Azumayama Ski Area","azumayamaskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Azumayama Ski Area | Azumayama Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Hiroshima","Dogoyama Kogen","dogoyamakogen","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Dogoyama Kogen | Dogoyama Kogen | Dōgoyama Kōgen Ski Area | Dōgoyama Kōgen Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/dogoyama-kogen/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Hiroshima","Geihoku Bunka Land","geihokubunkaland","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Geihoku Bunka Land | Geihoku Bunka Land","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Hiroshima","Geihoku Kokusai","geihokukokusai","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Geihoku Kokusai | Geihoku Kokusai","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/geihoku-kokusai/","2026-07-13 | 2026-08-24","unclear","","2026-08-26","",""
"Hiroshima","Hiroshima Kenmin no Mori","hiroshimakenminnomori","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Hiroshima Kenmin no Mori | Hiroshima Kenmin no Mori (temporarily closed) | Hiroshima Kenmin no Mori | Hiroshima Kenmin no Mori","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/hiroshima-kenmin-no-mori/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unresolved","","","",""
"Hiroshima","Kyukamura Azumayama","kyukamuraazumayama","unresolved","japan-ski-resorts-558","Kyukamura Azumayama","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx","2026-07-13","unclear","","2026-08-26","",""
"Hiroshima","Megahira Ski Resort","megahiraonsenmegahira","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Megahira Onsen Megahira | Megahira Onsen Megahira | Megahira Onsen Megahira | Megahira Onsen Megahira","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/megahira-onsen-megahira/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.megahira.co.jp/ski/news/","2026-08-26","/chugoku-ski-areas/mountain/megahira-ski-resort",""
"Hiroshima","Mominoki Shinrin Koen","mominokishinrinkoen","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Mominoki Shinrin Koen | Mominoki Shinrin Koen","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/mominoki-shinrin-koen/","2026-07-13 | 2026-08-24","unclear","https://mominoki-shinrinkoen.jp/","2026-08-26","",""
"Hiroshima","Osa","osa","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Osa | Osa | Ōsa Ski Area | Ōsa Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/osa/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Hiroshima","Osorakan","osorakan","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Osorakan | Osorakan | Osorakan Ski Area | Osorakan Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/osorakan/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Hiroshima","Pine Ridge Resorts Geihoku","pineridgeresortsgeihoku","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Pine Ridge Resorts Geihoku | Pine Ridge Resorts Geihoku","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Hiroshima","Ringo Kyowakoku","ringokyowakoku","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Ringo Kyowakoku | Ringo Kyowakoku | Ringo Kyōwakoku Ski Area | Ringo Kyōwakoku Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/ringo-kyowakoku/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Hiroshima","Samubiki Ski Park","samubikiskipark","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Samubiki Ski Park | Samubiki Ski Park","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/samubiki-ski-park/","2026-07-13 | 2026-08-24","unclear","","2026-08-26","",""
"Hiroshima","Shinnyuzan Ikoinomura","shinnyuzanikoinomura","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Shinnyuzan Ikoinomura | Shinnyuzan Ikoinomura","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/shinnyuzan-ikoinomura/","2026-07-13 | 2026-08-24","unclear","","2026-08-26","",""
"Hiroshima","Ski Park Kanbiki","skiparkkanbiki","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Ski Park Kanbiki | Ski Park Kanbiki","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Hiroshima","Snova Hiroshima","snovahiroshima","out_of_scope","japan-ski-resorts-558 | skiresort-japan-directory","Snova Hiroshima | Snova Hiroshima (indoor ski area)","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/snova-hiroshima/","2026-07-13 | 2026-08-24","unresolved","","","",""
"Hiroshima","Snow Resort Nekoyama","snowresortnekoyama","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Snow Resort Nekoyama | Snow Resort Nekoyama | Snow Resort Nekoyama | Snow Resort Nekoyama","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/snow-resort-nekoyama/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Hiroshima","Takano Kogen","takanokogen","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Takano Kogen | Takano Kogen","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/takano-kogen/","2026-07-13 | 2026-08-24","unclear","","2026-08-26","",""
"Hiroshima","Takaobara","takaobara","unresolved","japan-ski-resorts-558","Takaobara","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx","2026-07-13","unclear","","2026-08-26","",""
"Hiroshima","Utopia Saioto","utopiasaioto","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Utopia Saioto | Utopia Saioto | Utopia Saioto | Utopia Saioto","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/utopia-saioto/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.saioto.co.jp/news/","2026-08-26","/chugoku-ski-areas/mountain/utopia-saioto",""
"Hiroshima","White Valley Matsubara","whitevalleymatsubara","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","White Valley Matsubara | White Valley Matsubara (temporarily closed)","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/white-valley-matsubara/","2026-07-13 | 2026-08-24","unresolved","","","",""
"Hiroshima","Yawata Highland 191 Resort","yawatakogen191","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Yawata Kogen 191 | Yawata Kogen 191 | Yawata Kōgen 191 | Yawata Kōgen 191","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/yawata-kogen-191/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://yawata191.com/","2026-08-26","/chugoku-ski-areas/mountain/yawata-highland-191-resort",""
"Hokkaido","Abashiri Lake View Ski Area","abashirilakeviewresort","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Abashiri Lake View Resort | Abashiri Lake View Resort | Abashiri Lake View Ski Area | Abashiri Lake View Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/abashiri-lake-view-resort/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.city.abashiri.hokkaido.jp/soshiki/28/14175.html","2026-08-26","/hokkaido-regional/mountain/abashiri-lake-view-ski-area",""
"Hokkaido","Akan Kohan Ski Area","akankohanskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Akan Kohan Ski Area | Akan Kohan Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Hokkaido","Akan Lake Ski Area Utara","kokusetsuakankohan","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Kokusetsu Akankohan | Kokusetsu Akankohan","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/kokusetsu-akankohan/","2026-07-13 | 2026-08-24","unclear","","2026-08-26","",""
"Hokkaido","Akan Royal Valley","akanroyalvalley","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Akan Royal Valley | Akan Royal Valley | Akan Royal Valley Ski Area | Akan Royal Valley Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/akan-royal-valley/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.akanroyalvalley.jp/%E3%82%B9%E3%83%8E%E3%83%BC%E3%82%A2%E3%82%AF%E3%83%86%E3%82%A3%E3%83%93%E3%83%86%E3%82%A3","2026-08-26","/hokkaido-regional/mountain/akan-royal-valley",""
"Hokkaido","Anpeizan Ski Area","choeianpeizan","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Choei Anpeizan | Choei Anpeizan | Anpeizan Ski Area | Anpeizan Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/choei-anpeizan/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Hokkaido","Asahi Ski Area","asahi","merged_or_renamed","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Asahi | Asahi | Asahi Ski Area | Asahi Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/asahi/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","merged_into","https://www.city.shibetsu.lg.jp/soshikikarasagasu/gasshukunosato_supotsusuishinka/shiminsupotsukakari/610.html","2026-08-26","",""
